"CÓDIGO CNAE","LINK CNAE","DESCRIÇÃO CNAE","CÓDIGO SERVIÇO","DESCRIÇÃO SERVIÇO","LOCAL DE RECOLHIMENTO - ISS"
"5819100","https://www.contabilizei.com.br/consulta-cnae/edicao-e-edicao-integrada-a-impressao/5819100-edicao-de-cadastros-listas-e-outros-produtos-graficos/","Edição de cadastros, listas e outros produtos gráficos","","",""
"6822600","https://www.contabilizei.com.br/consulta-cnae/atividades-imobiliarias/6822600-gestao-e-administracao-da-propriedade-imobiliaria/","Gestão e administração da propriedade imobiliária","","",""
"6822600","https://www.contabilizei.com.br/consulta-cnae/atividades-imobiliarias/6822600-gestao-e-administracao-da-propriedade-imobiliaria/","Gestão e administração da propriedade imobiliária","","",""
"7711000","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7711000-locacao-de-automoveis-sem-condutor/","Locação de automóveis sem condutor","","",""
"8020001","https://www.contabilizei.com.br/consulta-cnae/atividades-de-vigilancia-seguranca-e-investigacao/8020001-atividades-de-monitoramento-de-sistemas-de-seguranca-eletronico/","Atividades de monitoramento de sistemas de segurança eletrônico","","",""
"8219901","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8219901-fotocopias/","Fotocópias","","",""
"8599601","https://www.contabilizei.com.br/consulta-cnae/educacao/8599601-formacao-de-condutores/","Formação de condutores","","",""
"8599602","https://www.contabilizei.com.br/consulta-cnae/educacao/8599602-cursos-de-pilotagem/","Cursos de pilotagem","","",""
"8610102","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8610102-atividades-de-atendimento-em-pronto-socorro-e-unidades-hospitalares-para-atendimento-a-urgencias/","Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências","","",""
"8621601","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8621601-uti-movel/","UTI móvel","","",""
"8621602","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8621602-servicos-moveis-de-atendimento-a-urgencias-exceto-por-uti-movel/","Serviços móveis de atendimento a urgências, exceto por UTI móvel","","",""
"8622400","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8622400-servicos-de-remocao-de-pacientes-exceto-os-servicos-moveis-de-atendimento-a-urgencias/","Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências","","",""
"8690902","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8690902-atividades-de-banco-de-leite-humano/","Atividades de banco de leite humano","","",""
"8711501","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana-integradas-com-assistencia-social-prestadas-em-residencias-coletivas-e-particulares/8711501-clinicas-e-residencias-geriatricas/","Clínicas e residências geriátricas","","",""
"8711502","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana-integradas-com-assistencia-social-prestadas-em-residencias-coletivas-e-particulares/8711502-instituicoes-de-longa-permanencia-para-idosos/","Instituições de longa permanência para idosos","","",""
"8712300","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana-integradas-com-assistencia-social-prestadas-em-residencias-coletivas-e-particulares/8712300-atividades-de-fornecimento-de-infra-estrutura-de-apoio-e-assistencia-a-paciente-no-domicilio/","Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio","","",""
"9003500","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9003500-gestao-de-espacos-para-artes-cenicas-espetaculos-e-outras-atividades-artisticas/","Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas","","",""
"9101500","https://www.contabilizei.com.br/consulta-cnae/atividades-ligadas-ao-patrimonio-cultural-e-ambiental/9101500-atividades-de-bibliotecas-e-arquivos/","Atividades de bibliotecas e arquivos","","",""
"9102301","https://www.contabilizei.com.br/consulta-cnae/atividades-ligadas-ao-patrimonio-cultural-e-ambiental/9102301-atividades-de-museus-e-de-exploracao-de-lugares-e-predios-historicos-e-atracoes-similares/","Atividades de museus e de exploração de lugares e prédios históricos e atrações similares","","",""
"9102302","https://www.contabilizei.com.br/consulta-cnae/atividades-ligadas-ao-patrimonio-cultural-e-ambiental/9102302-restauracao-e-conservacao-de-lugares-e-predios-historicos/","Restauração e conservação de lugares e prédios históricos","","",""
"6612605","https://www.contabilizei.com.br/consulta-cnae/atividades-auxiliares-dos-servicos-financeiros-seguros-previdencia-complementar-e-planos-de-saude/6612605-agentes-de-investimentos-em-aplicacoes-financeiras/","Agentes de investimentos em aplicações financeiras","","",""
"6911702","https://www.contabilizei.com.br/consulta-cnae/atividades-juridicas-de-contabilidade-e-de-auditoria/6911702-atividades-auxiliares-da-justica/","Atividades auxiliares da justiça","","",""
